miRNA,freq,picked_by
hsa-mir-3193,1,SC
hsa-mir-3202-2,1,GMM
hsa-mir-3606,1,SC
hsa-mir-3622a,1,GMM
hsa-mir-363,1,GMM
hsa-mir-3690-1,1,GMM
hsa-mir-3923,1,GMM
hsa-mir-3926-1,1,SC
hsa-mir-4421,1,SC
hsa-mir-4423,1,GMM
hsa-mir-4424,1,GMM
hsa-mir-4458,1,SC
hsa-mir-4479,1,GMM
hsa-mir-4482,1,GMM
hsa-mir-4494,1,GMM
hsa-mir-450a-1,1,SC
hsa-mir-450a-2,1,SC
hsa-mir-450b,1,SC
hsa-mir-4523,1,GMM
hsa-mir-4536-2,1,GMM
hsa-mir-4537,1,SC
hsa-mir-4654,1,GMM
hsa-mir-4663,1,GMM
hsa-mir-4666b,1,SC
hsa-mir-4679-1,1,SC
hsa-mir-4684,1,GMM
hsa-mir-4687,1,GMM
hsa-mir-4721,1,GMM
hsa-mir-4728,1,GMM
hsa-mir-4733,1,GMM
hsa-mir-4735,1,SC
hsa-mir-4759,1,SC
hsa-mir-4789,1,GMM
hsa-mir-4797,1,GMM
hsa-mir-499b,1,GMM
hsa-mir-5010,1,KM
hsa-mir-5087,1,GMM
hsa-mir-5100,1,GMM
hsa-mir-542,1,SC
hsa-mir-548a-2,1,GMM
hsa-mir-548a-3,1,GMM
hsa-mir-548ay,1,GMM
hsa-mir-548v,1,GMM
hsa-mir-5586,1,GMM
hsa-mir-561,1,SC
hsa-mir-5682,1,SC
hsa-mir-5684,1,GMM
hsa-mir-5700,1,GMM
hsa-mir-6129,1,GMM
hsa-mir-650,1,GMM
hsa-mir-6507,1,SC
hsa-mir-6751,1,GMM
hsa-mir-6763,1,HC
hsa-mir-6771,1,GMM
hsa-mir-6774,1,GMM
hsa-mir-6786,1,GMM
hsa-mir-6789,1,GMM
hsa-mir-6796,1,KM
hsa-mir-6822,1,GMM
hsa-mir-6830,1,GMM
hsa-mir-6837,1,GMM
hsa-mir-6845,1,GMM
hsa-mir-6884,1,GMM
hsa-mir-802,1,GMM
